ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
train00287,74,retired,divorced,primary,no,166,no,no,cellular,13,aug,99,1,-1,0,unknown,0
train00288,33,management,single,tertiary,no,576,no,no,cellular,2,nov,144,1,-1,0,unknown,0
train00289,47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success,1
train00290,38,technician,single,secondary,no,8381,no,no,cellular,21,nov,98,1,-1,0,unknown,0
train00291,39,entrepreneur,divorced,tertiary,no,208,yes,no,cellular,29,jan,81,1,240,2,failure,0
train00292,45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown,1
train00293,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,1
train00294,30,management,single,tertiary,no,485,yes,no,cellular,21,nov,89,2,-1,0,unknown,0
train00295,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10,3,-1,0,unknown,0
train00296,45,blue-collar,married,primary,no,751,no,no,cellular,28,aug,151,4,-1,0,unknown,0
train00297,39,entrepreneur,married,tertiary,no,5848,yes,no,cellular,19,nov,55,1,-1,0,unknown,0
train00298,31,technician,single,secondary,no,49,yes,no,cellular,7,jul,234,1,-1,0,unknown,0
train00299,33,blue-collar,single,secondary,no,179,no,no,cellular,14,jul,244,7,-1,0,unknown,0
train00300,66,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,411,1,-1,0,unknown,1
train00301,45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,103,2,-1,0,unknown,0
train00302,44,management,divorced,tertiary,no,7541,yes,no,telephone,1,jun,55,2,82,1,other,0
train00303,35,technician,single,tertiary,no,458,yes,no,cellular,8,apr,2129,1,322,3,failure,0
train00304,34,technician,single,secondary,no,112,no,no,cellular,20,aug,123,2,-1,0,unknown,0
train00305,27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138,2,-1,0,unknown,0
train00306,35,technician,married,secondary,no,1707,yes,no,unknown,2,jun,426,3,-1,0,unknown,0
train00307,37,management,married,tertiary,no,2951,no,no,cellular,21,nov,101,3,-1,0,unknown,0
train00308,37,technician,married,tertiary,yes,-681,yes,yes,cellular,11,aug,280,3,-1,0,unknown,0
train00309,59,retired,married,secondary,no,2516,yes,yes,unknown,14,may,282,1,-1,0,unknown,0
train00310,60,housemaid,married,primary,no,763,yes,no,telephone,10,jul,180,3,-1,0,unknown,0
train00311,25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,unknown,1
train00312,32,admin.,married,secondary,no,0,no,no,cellular,25,jul,209,1,-1,0,unknown,0
train00313,41,technician,divorced,secondary,no,1545,no,yes,cellular,13,aug,183,2,-1,0,unknown,0
train00314,47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,0
train00315,46,blue-collar,married,primary,no,0,no,no,cellular,22,aug,65,2,-1,0,unknown,0
train00316,36,admin.,single,secondary,no,268,no,yes,cellular,29,jan,719,1,-1,0,unknown,0
train00317,52,self-employed,married,secondary,no,6353,yes,yes,unknown,19,may,361,2,-1,0,unknown,0
train00318,51,management,married,tertiary,no,3045,no,yes,unknown,20,jun,208,2,-1,0,unknown,0
train00319,47,unknown,married,unknown,no,750,no,no,unknown,6,jun,188,1,-1,0,unknown,0
train00320,32,blue-collar,single,primary,no,1137,yes,yes,cellular,6,may,274,1,-1,0,unknown,0
train00321,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,1
train00322,34,blue-collar,married,secondary,no,320,yes,no,cellular,12,aug,352,1,828,2,failure,1
train00323,35,blue-collar,married,primary,no,3279,no,no,unknown,5,jun,240,2,-1,0,unknown,0
train00324,30,management,single,tertiary,no,13,no,no,cellular,15,jul,21,3,-1,0,unknown,0
train00325,33,technician,single,unknown,no,10600,no,no,cellular,5,feb,202,1,267,2,failure,0
train00326,40,blue-collar,married,secondary,no,565,yes,yes,cellular,20,apr,297,2,-1,0,unknown,0
train00327,32,technician,single,tertiary,no,34646,no,no,telephone,13,aug,618,9,-1,0,unknown,1
train00328,31,admin.,single,tertiary,no,2004,no,no,cellular,19,nov,117,1,-1,0,unknown,0
train00329,70,retired,married,primary,no,3782,no,no,cellular,22,sep,704,2,190,1,failure,0
train00330,30,management,married,secondary,no,877,yes,yes,cellular,13,aug,92,5,-1,0,unknown,0
train00331,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,1
train00332,37,services,married,secondary,no,741,yes,no,unknown,2,jun,88,2,-1,0,unknown,0
train00333,40,blue-collar,married,unknown,no,87,yes,no,cellular,13,may,477,3,-1,0,unknown,1
train00334,30,self-employed,single,tertiary,no,800,no,no,unknown,6,may,95,2,-1,0,unknown,0
train00335,42,entrepreneur,married,secondary,no,46,no,no,cellular,2,feb,1013,1,-1,0,unknown,0
train00336,47,services,married,secondary,no,49,yes,no,cellular,18,may,250,4,-1,0,unknown,0
train00337,34,services,single,tertiary,no,49,yes,no,cellular,4,feb,250,1,-1,0,unknown,0
train00338,33,management,single,tertiary,no,-75,yes,yes,cellular,31,jul,22,8,-1,0,unknown,0
train00339,30,technician,single,tertiary,no,196,no,no,cellular,21,aug,210,2,-1,0,unknown,0
train00340,39,technician,married,secondary,no,311,no,no,cellular,14,aug,240,2,-1,0,unknown,0
train00341,50,management,single,unknown,no,1277,no,no,cellular,4,may,63,1,-1,0,unknown,0
train00342,32,blue-collar,married,secondary,no,678,yes,no,cellular,6,may,147,1,-1,0,unknown,0
train00343,32,management,single,tertiary,no,1954,yes,yes,cellular,10,sep,107,1,-1,0,unknown,0
train00344,45,unknown,married,unknown,no,360,no,no,unknown,11,jun,157,9,-1,0,unknown,0
train00345,37,self-employed,single,tertiary,no,2441,yes,yes,cellular,7,may,248,1,-1,0,unknown,0
train00346,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,1
train00347,32,management,single,tertiary,no,334,no,no,cellular,22,aug,944,14,-1,0,unknown,0
train00348,36,services,married,secondary,no,208,yes,no,unknown,16,may,99,1,-1,0,unknown,0
train00349,44,technician,married,secondary,no,533,yes,no,cellular,8,may,153,4,171,3,failure,0
train00350,38,self-employed,married,secondary,no,29125,no,no,unknown,18,jun,313,2,-1,0,unknown,0
train00351,29,unemployed,single,tertiary,no,0,yes,no,cellular,9,feb,102,3,12,3,other,0
train00352,44,technician,single,secondary,no,59,yes,no,cellular,18,may,9,4,341,19,failure,0
train00353,36,blue-collar,married,secondary,no,382,yes,no,cellular,6,apr,254,1,-1,0,unknown,0
train00354,56,management,married,tertiary,no,1390,yes,no,cellular,18,nov,543,1,-1,0,unknown,1
train00355,41,blue-collar,divorced,secondary,no,663,yes,no,unknown,22,jul,24,1,792,3,other,0
train00356,30,management,married,secondary,no,678,yes,no,unknown,15,may,236,4,-1,0,unknown,0
train00357,31,technician,married,secondary,no,297,no,no,cellular,19,aug,551,4,-1,0,unknown,0
train00358,52,management,married,tertiary,no,2708,yes,no,cellular,20,nov,231,1,-1,0,unknown,0
train00359,67,admin.,married,primary,no,1093,no,no,telephone,8,jul,64,3,-1,0,unknown,0
train00360,49,admin.,divorced,secondary,no,771,yes,no,cellular,21,nov,264,2,172,1,failure,0
train00361,29,management,married,secondary,no,0,yes,no,unknown,2,jun,85,4,-1,0,unknown,0
train00362,40,management,single,tertiary,no,732,no,no,cellular,29,jan,148,2,-1,0,unknown,0
train00363,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown,1
train00364,38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,failure,0
train00365,45,management,single,tertiary,no,819,no,no,telephone,20,nov,25,8,-1,0,unknown,0
train00366,50,blue-collar,married,secondary,no,-253,no,no,unknown,25,jun,43,1,-1,0,unknown,0
train00367,37,management,married,tertiary,no,0,yes,no,cellular,21,nov,227,1,-1,0,unknown,0
train00368,55,technician,married,secondary,no,0,no,no,cellular,19,nov,336,1,-1,0,unknown,0
train00369,34,technician,married,tertiary,no,3743,yes,no,cellular,18,may,722,4,-1,0,unknown,1
train00370,45,blue-collar,married,secondary,no,1239,no,no,telephone,31,jul,67,4,-1,0,unknown,0
train00371,38,admin.,married,secondary,no,137,yes,no,cellular,31,jul,27,22,-1,0,unknown,0
train00372,31,management,single,tertiary,no,4247,no,no,cellular,18,aug,131,3,-1,0,unknown,0
train00373,58,retired,married,secondary,no,2126,no,no,cellular,9,apr,184,1,-1,0,unknown,0
train00374,45,services,divorced,secondary,no,1381,no,no,unknown,19,jun,653,2,-1,0,unknown,0
train00375,40,services,married,secondary,no,293,no,no,telephone,4,feb,192,2,-1,0,unknown,0
train00376,31,self-employed,single,tertiary,no,2589,no,no,cellular,21,nov,614,1,-1,0,unknown,1
train00377,44,technician,married,secondary,no,497,yes,no,unknown,3,jun,103,2,-1,0,unknown,0
train00378,74,retired,married,tertiary,no,2575,no,no,cellular,25,jan,172,2,161,1,failure,0
train00379,38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,1
train00380,36,technician,married,secondary,no,4613,no,no,cellular,19,nov,207,2,-1,0,unknown,0
train00381,28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,-1,0,unknown,1
train00382,43,technician,divorced,secondary,yes,73,yes,no,cellular,14,jul,324,2,-1,0,unknown,0
train00383,44,unemployed,married,secondary,no,0,no,no,cellular,21,nov,175,4,-1,0,unknown,0
train00384,31,management,single,tertiary,no,498,no,no,cellular,11,aug,182,2,-1,0,unknown,0
train00385,45,blue-collar,married,secondary,no,221,no,yes,cellular,25,aug,153,4,-1,0,unknown,0
train00386,50,technician,married,secondary,no,2,yes,yes,cellular,14,jul,171,3,-1,0,unknown,0
train00387,38,blue-collar,married,secondary,no,164,yes,no,unknown,7,may,309,2,-1,0,unknown,0
train00388,34,technician,married,tertiary,no,218,no,no,cellular,5,aug,109,2,-1,0,unknown,0
train00389,36,management,married,tertiary,no,3794,no,no,cellular,4,aug,230,1,-1,0,unknown,0
train00390,33,blue-collar,married,secondary,no,798,yes,no,cellular,12,may,337,1,-1,0,unknown,0
train00391,53,blue-collar,married,secondary,no,148,yes,no,cellular,7,may,66,1,359,1,failure,0
train00392,41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,unknown,0
train00393,26,blue-collar,married,secondary,no,1101,no,no,telephone,9,jul,206,1,-1,0,unknown,0
train00394,49,unemployed,married,secondary,no,13818,no,no,cellular,31,jul,221,2,-1,0,unknown,0
train00395,32,technician,married,tertiary,no,1129,yes,no,unknown,23,may,189,1,-1,0,unknown,0
train00396,75,retired,married,primary,no,5491,no,no,telephone,28,jul,258,6,-1,0,unknown,0
train00397,57,blue-collar,married,unknown,no,1463,no,no,cellular,8,aug,163,2,-1,0,unknown,0
train00398,35,blue-collar,single,unknown,yes,-532,yes,no,unknown,7,may,149,1,-1,0,unknown,0
train00399,34,blue-collar,married,secondary,no,-61,yes,no,unknown,27,may,128,1,-1,0,unknown,0
train00400,33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,1
train00401,31,management,married,tertiary,no,156,no,no,cellular,20,aug,77,2,-1,0,unknown,0
train00402,34,services,single,secondary,no,313,yes,no,cellular,14,jul,634,3,-1,0,unknown,0
train00403,55,blue-collar,married,secondary,no,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,0
train00404,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,1
train00405,34,unemployed,divorced,tertiary,no,182,yes,no,cellular,2,feb,170,1,-1,0,unknown,0
train00406,30,technician,married,tertiary,no,1103,yes,yes,cellular,29,jul,148,15,-1,0,unknown,0
train00407,39,housemaid,married,secondary,no,365,yes,no,unknown,7,may,274,4,-1,0,unknown,0
train00408,32,management,single,tertiary,no,12686,yes,no,unknown,3,jun,54,1,-1,0,unknown,0
train00409,30,entrepreneur,single,secondary,no,638,no,no,cellular,14,jul,358,6,-1,0,unknown,0
train00410,32,blue-collar,married,secondary,no,10142,yes,no,cellular,20,nov,249,1,-1,0,unknown,0
train00411,60,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,2,-1,0,unknown,1
train00412,33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274,1,success,1
train00413,48,blue-collar,married,secondary,no,1143,yes,no,cellular,20,aug,93,3,-1,0,unknown,0
train00414,30,management,single,tertiary,no,218,no,no,unknown,3,jun,75,1,-1,0,unknown,0
train00415,34,self-employed,married,tertiary,no,0,yes,no,cellular,10,jul,95,1,-1,0,unknown,0
train00416,55,blue-collar,married,secondary,no,754,no,no,cellular,2,feb,218,3,-1,0,unknown,0
train00417,54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,94,5,145,3,other,0
train00418,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,1
train00419,47,blue-collar,married,secondary,no,1001,yes,no,unknown,7,may,201,4,-1,0,unknown,0
train00420,35,management,single,tertiary,no,467,yes,no,cellular,14,aug,82,2,-1,0,unknown,0
train00421,57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown,0
train00422,34,blue-collar,single,primary,no,245,yes,no,unknown,21,may,21,3,-1,0,unknown,0
train00423,40,services,married,secondary,no,256,yes,no,unknown,16,jun,95,6,-1,0,unknown,0
train00424,45,entrepreneur,married,secondary,no,68,yes,no,unknown,7,may,254,1,-1,0,unknown,0
train00425,40,entrepreneur,married,secondary,no,0,yes,no,cellular,22,jul,117,1,-1,0,unknown,0
train00426,34,housemaid,single,tertiary,no,43,no,no,cellular,25,aug,198,8,-1,0,unknown,0
train00427,54,services,married,secondary,no,882,yes,no,cellular,18,may,217,1,-1,0,unknown,0
train00428,37,management,married,secondary,no,565,no,no,cellular,29,apr,449,1,398,1,success,1
train00429,44,blue-collar,married,primary,no,353,yes,no,unknown,13,may,705,1,-1,0,unknown,0
train00430,46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,failure,0
train00431,52,blue-collar,married,primary,no,1515,no,no,cellular,7,aug,20,4,-1,0,unknown,0
train00432,32,admin.,married,secondary,no,280,yes,no,cellular,18,jul,59,4,-1,0,unknown,0
train00433,37,management,single,tertiary,no,361,no,no,cellular,20,aug,174,2,-1,0,unknown,0
train00434,36,self-employed,married,tertiary,no,506,no,no,cellular,3,feb,124,1,92,3,success,0
train00435,53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure,0
train00436,49,services,married,secondary,no,-507,no,no,telephone,28,jan,148,2,-1,0,unknown,0
train00437,31,blue-collar,single,secondary,no,-27,no,no,unknown,4,jul,96,2,-1,0,unknown,0
train00438,32,admin.,married,secondary,no,514,yes,no,unknown,8,may,459,1,-1,0,unknown,0
train00439,47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,111,1,-1,0,unknown,0
train00440,33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure,1
train00441,32,blue-collar,single,secondary,no,760,yes,no,cellular,16,apr,445,1,148,2,other,0
train00442,46,admin.,married,secondary,no,-42,no,yes,telephone,28,jul,181,12,-1,0,unknown,0
train00443,49,management,single,tertiary,no,1,yes,no,unknown,6,jun,59,3,-1,0,unknown,0
train00444,40,technician,married,secondary,no,581,yes,no,cellular,8,aug,258,2,-1,0,unknown,0
train00445,41,management,married,tertiary,no,0,yes,no,cellular,24,jul,197,1,-1,0,unknown,0
train00446,31,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,0
train00447,34,blue-collar,married,secondary,no,10,yes,yes,cellular,11,may,196,2,356,1,failure,0
train00448,37,admin.,divorced,secondary,no,0,yes,no,unknown,30,may,127,5,-1,0,unknown,0
train00449,51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,406,2,-1,0,unknown,0
train00450,33,blue-collar,single,secondary,no,328,yes,no,unknown,9,may,142,2,-1,0,unknown,0
train00451,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,1
train00452,47,entrepreneur,married,tertiary,no,3659,no,no,cellular,14,jul,364,4,-1,0,unknown,0
train00453,65,management,divorced,tertiary,no,2756,no,no,cellular,23,sep,1353,2,-1,0,unknown,0
train00454,38,blue-collar,single,secondary,no,0,yes,no,cellular,12,may,84,3,-1,0,unknown,0
train00455,56,services,married,secondary,no,530,yes,no,unknown,20,may,51,7,-1,0,unknown,0
train00456,26,unknown,single,secondary,no,3247,no,no,telephone,6,feb,341,3,-1,0,unknown,0
train00457,40,technician,married,tertiary,no,1759,yes,no,cellular,19,nov,87,2,-1,0,unknown,0
train00458,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,1
train00459,58,retired,married,secondary,no,195,no,no,cellular,2,feb,41,1,-1,0,unknown,0
train00460,28,blue-collar,married,primary,no,46,yes,no,unknown,27,may,205,3,-1,0,unknown,0
train00461,29,management,married,tertiary,no,0,yes,no,telephone,15,jul,91,2,-1,0,unknown,0
train00462,28,admin.,married,secondary,no,1582,yes,no,unknown,3,jun,816,2,-1,0,unknown,0
train00463,31,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,1,-1,0,unknown,0
train00464,49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,0
train00465,30,admin.,single,secondary,no,1450,yes,no,cellular,18,may,298,1,355,1,failure,0
train00466,51,housemaid,married,unknown,no,21244,no,yes,cellular,4,aug,166,2,-1,0,unknown,0
train00467,43,management,married,tertiary,no,248,no,no,cellular,7,aug,229,4,-1,0,unknown,0
train00468,38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264,5,-1,0,unknown,0
train00469,40,blue-collar,married,secondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,0
train00470,45,self-employed,married,tertiary,no,510,no,no,unknown,6,jun,639,2,-1,0,unknown,0
train00471,37,management,divorced,primary,yes,0,yes,no,telephone,24,jul,305,1,-1,0,unknown,0
train00472,50,blue-collar,single,secondary,no,708,yes,no,unknown,15,may,104,1,-1,0,unknown,0
train00473,33,services,married,secondary,no,108,yes,no,cellular,29,jan,158,2,-1,0,unknown,0
train00474,50,blue-collar,married,primary,no,12519,yes,no,cellular,21,nov,615,3,34,1,failure,1
train00475,52,blue-collar,married,secondary,no,1493,no,no,cellular,8,aug,94,2,-1,0,unknown,0
train00476,33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown,1
train00477,46,admin.,divorced,primary,no,505,no,yes,cellular,18,jul,119,4,-1,0,unknown,0
train00478,25,management,single,tertiary,no,1,yes,no,cellular,13,may,9,5,-1,0,unknown,0
train00479,41,technician,married,secondary,no,2185,yes,no,cellular,7,apr,157,4,309,4,other,0
train00480,36,management,single,tertiary,no,2239,yes,yes,unknown,30,jun,93,3,-1,0,unknown,0
train00481,43,blue-collar,married,primary,no,4581,yes,no,cellular,20,nov,329,2,-1,0,unknown,0
train00482,30,services,single,tertiary,no,542,yes,no,unknown,7,may,435,2,-1,0,unknown,0
train00483,33,blue-collar,single,primary,no,165,yes,no,cellular,15,may,139,2,-1,0,unknown,0
